id,Geographic Area Name,Total,Total!!Male!!Under 5 years,Total!!Female!!Under 5 years,id,zip
8710000US3727325,"ZCTA5 27325, North Carolina",6693,240,247,8710000US37,27325
8710000US3727583,"ZCTA5 27583, North Carolina",6919,236,215,8710000US37,27583
8710000US3728133,"ZCTA5 28133, North Carolina",2878,94,82,8710000US37,28133
8710000US3728789,"ZCTA5 28789, North Carolina",5097,137,171,8710000US37,28789
8710000US3727408,"ZCTA5 27408, North Carolina",17291,482,452,8710000US37,27408
8710000US3727841,"ZCTA5 27841, North Carolina",84,1,3,8710000US37,27841
8710000US3728905,"ZCTA5 28905, North Carolina",3129,98,100,8710000US37,28905
8710000US3727985,"ZCTA5 27985, North Carolina",283,7,6,8710000US37,27985
8710000US3728635,"ZCTA5 28635, North Carolina",3901,105,120,8710000US37,28635
8710000US3727409,"ZCTA5 27409, North Carolina",15584,542,491,8710000US37,27409
8710000US3727562,"ZCTA5 27562, North Carolina",1938,64,51,8710000US37,27562
8710000US3727828,"ZCTA5 27828, North Carolina",9009,361,310,8710000US37,27828
8710000US3727978,"ZCTA5 27978, North Carolina",225,5,6,8710000US37,27978
8710000US3728702,"ZCTA5 28702, North Carolina",366,7,8,8710000US37,28702
8710000US3727804,"ZCTA5 27804, North Carolina",28214,913,887,8710000US37,27804
8710000US3727861,"ZCTA5 27861, North Carolina",71,1,0,8710000US37,27861
8710000US3728551,"ZCTA5 28551, North Carolina",13937,489,440,8710000US37,28551
8710000US3728777,"ZCTA5 28777, North Carolina",8778,240,226,8710000US37,28777
8710000US3727054,"ZCTA5 27054, North Carolina",2567,88,95,8710000US37,27054
8710000US3728647,"ZCTA5 28647, North Carolina",89,5,0,8710000US37,28647
8710000US3727603,"ZCTA5 27603, North Carolina",45815,1659,1581,8710000US37,27603
8710000US3727127,"ZCTA5 27127, North Carolina",33651,1315,1240,8710000US37,27127
8710000US3728227,"ZCTA5 28227, North Carolina",49596,1724,1627,8710000US37,28227
8710000US3727909,"ZCTA5 27909, North Carolina",37636,1392,1296,8710000US37,27909
8710000US3727820,"ZCTA5 27820, North Carolina",3088,112,88,8710000US37,27820
8710000US3728428,"ZCTA5 28428, North Carolina",6033,128,130,8710000US37,28428
8710000US3727043,"ZCTA5 27043, North Carolina",6598,170,156,8710000US37,27043
8710000US3728108,"ZCTA5 28108, North Carolina",54,1,0,8710000US37,28108
8710000US3727507,"ZCTA5 27507, North Carolina",1926,35,53,8710000US37,27507
8710000US3728513,"ZCTA5 28513, North Carolina",10255,368,346,8710000US37,28513
8710000US3728430,"ZCTA5 28430, North Carolina",1897,50,59,8710000US37,28430
8710000US3728708,"ZCTA5 28708, North Carolina",754,13,16,8710000US37,28708
8710000US3728909,"ZCTA5 28909, North Carolina",1030,33,28,8710000US37,28909
8710000US3727576,"ZCTA5 27576, North Carolina",17082,708,675,8710000US37,27576
8710000US3728138,"ZCTA5 28138, North Carolina",10418,357,294,8710000US37,28138
8710000US3728097,"ZCTA5 28097, North Carolina",5369,152,166,8710000US37,28097
8710000US3728554,"ZCTA5 28554, North Carolina",243,5,7,8710000US37,28554
8710000US3727943,"ZCTA5 27943, North Carolina",500,11,10,8710000US37,27943
8710000US3728697,"ZCTA5 28697, North Carolina",12528,381,345,8710000US37,28697
8710000US3728102,"ZCTA5 28102, North Carolina",78,2,4,8710000US37,28102
8710000US3728375,"ZCTA5 28375, North Carolina",102,3,2,8710000US37,28375
8710000US3727042,"ZCTA5 27042, North Carolina",834,24,22,8710000US37,27042
8710000US3728557,"ZCTA5 28557, North Carolina",14241,414,338,8710000US37,28557
8710000US3728655,"ZCTA5 28655, North Carolina",52025,1675,1421,8710000US37,28655
8710000US3727537,"ZCTA5 27537, North Carolina",24206,804,769,8710000US37,27537
8710000US3727884,"ZCTA5 27884, North Carolina",1282,39,29,8710000US37,27884
8710000US3728735,"ZCTA5 28735, North Carolina",256,2,3,8710000US37,28735
8710000US3728083,"ZCTA5 28083, North Carolina",23612,870,923,8710000US37,28083
8710000US3728312,"ZCTA5 28312, North Carolina",18448,613,581,8710000US37,28312
8710000US3727910,"ZCTA5 27910, North Carolina",11804,444,356,8710000US37,27910
8710000US3728729,"ZCTA5 28729, North Carolina",2894,64,62,8710000US37,28729
8710000US3728432,"ZCTA5 28432, North Carolina",1968,60,67,8710000US37,28432
8710000US3728039,"ZCTA5 28039, North Carolina",116,2,5,8710000US37,28039
8710000US3728326,"ZCTA5 28326, North Carolina",17593,922,954,8710000US37,28326
8710000US3728434,"ZCTA5 28434, North Carolina",1329,21,27,8710000US37,28434
8710000US3728773,"ZCTA5 28773, North Carolina",3288,69,72,8710000US37,28773
8710000US3727982,"ZCTA5 27982, North Carolina",82,0,3,8710000US37,27982
8710000US3728420,"ZCTA5 28420, North Carolina",3886,127,138,8710000US37,28420
8710000US3727845,"ZCTA5 27845, North Carolina",1805,38,34,8710000US37,27845
8710000US3728174,"ZCTA5 28174, North Carolina",7626,334,308,8710000US37,28174
8710000US3728086,"ZCTA5 28086, North Carolina",25588,711,709,8710000US37,28086
8710000US3728325,"ZCTA5 28325, North Carolina",506,17,9,8710000US37,28325
8710000US3728433,"ZCTA5 28433, North Carolina",5018,149,153,8710000US37,28433
8710000US3728611,"ZCTA5 28611, North Carolina",885,15,22,8710000US37,28611
8710000US3728640,"ZCTA5 28640, North Carolina",4453,107,133,8710000US37,28640
8710000US3727829,"ZCTA5 27829, North Carolina",1930,54,47,8710000US37,27829
8710000US3727928,"ZCTA5 27928, North Carolina",1972,68,60,8710000US37,27928
8710000US3727935,"ZCTA5 27935, North Carolina",1698,64,57,8710000US37,27935
8710000US3727282,"ZCTA5 27282, North Carolina",15819,481,502,8710000US37,27282
8710000US3727713,"ZCTA5 27713, North Carolina",46461,2030,1794,8710000US37,27713
8710000US3728318,"ZCTA5 28318, North Carolina",4611,143,119,8710000US37,28318
8710000US3728352,"ZCTA5 28352, North Carolina",23911,948,897,8710000US37,28352
8710000US3727853,"ZCTA5 27853, North Carolina",673,22,12,8710000US37,27853
8710000US3728117,"ZCTA5 28117, North Carolina",35453,1006,898,8710000US37,28117
8710000US3728782,"ZCTA5 28782, North Carolina",6494,124,118,8710000US37,28782
8710000US3727406,"ZCTA5 27406, North Carolina",55115,1968,1965,8710000US37,27406
8710000US3727817,"ZCTA5 27817, North Carolina",7347,233,183,8710000US37,27817
8710000US3727968,"ZCTA5 27968, North Carolina",298,6,3,8710000US37,27968
8710000US3728043,"ZCTA5 28043, North Carolina",20785,661,666,8710000US37,28043
8710000US3727857,"ZCTA5 27857, North Carolina",1298,23,23,8710000US37,27857
8710000US3727529,"ZCTA5 27529, North Carolina",41832,1540,1492,8710000US37,27529
8710000US3728756,"ZCTA5 28756, North Carolina",4448,117,122,8710000US37,28756
8710000US3727973,"ZCTA5 27973, North Carolina",1323,27,31,8710000US37,27973
8710000US3728562,"ZCTA5 28562, North Carolina",35831,1193,1076,8710000US37,28562
8710000US3727805,"ZCTA5 27805, North Carolina",3901,124,142,8710000US37,27805
8710000US3727807,"ZCTA5 27807, North Carolina",6629,247,246,8710000US37,27807
8710000US3728304,"ZCTA5 28304, North Carolina",36963,1381,1333,8710000US37,28304
8710000US3728431,"ZCTA5 28431, North Carolina",7092,218,257,8710000US37,28431
8710000US3728626,"ZCTA5 28626, North Carolina",2676,60,87,8710000US37,28626
8710000US3727946,"ZCTA5 27946, North Carolina",1207,24,31,8710000US37,27946
8710000US3728007,"ZCTA5 28007, North Carolina",611,19,23,8710000US37,28007
8710000US3728749,"ZCTA5 28749, North Carolina",50,0,0,8710000US37,28749
8710000US3727834,"ZCTA5 27834, North Carolina",51688,2069,1900,8710000US37,27834
8710000US3728090,"ZCTA5 28090, North Carolina",8310,280,219,8710000US37,28090
8710000US3728783,"ZCTA5 28783, North Carolina",1593,60,40,8710000US37,28783
8710000US3728904,"ZCTA5 28904, North Carolina",8442,197,192,8710000US37,28904
8710000US3728652,"ZCTA5 28652, North Carolina",46,1,0,8710000US37,28652
8710000US3728216,"ZCTA5 28216, North Carolina",46210,1770,1703,8710000US37,28216
8710000US3728164,"ZCTA5 28164, North Carolina",14080,425,425,8710000US37,28164
8710000US3728278,"ZCTA5 28278, North Carolina",19283,831,849,8710000US37,28278
8710000US3727379,"ZCTA5 27379, North Carolina",4459,125,140,8710000US37,27379
8710000US3727560,"ZCTA5 27560, North Carolina",22623,1039,980,8710000US37,27560
8710000US3727897,"ZCTA5 27897, North Carolina",2234,80,92,8710000US37,27897
8710000US3727891,"ZCTA5 27891, North Carolina",5222,142,135,8710000US37,27891
8710000US3727581,"ZCTA5 27581, North Carolina",3049,95,95,8710000US37,27581
8710000US3728637,"ZCTA5 28637, North Carolina",1746,41,50,8710000US37,28637
8710000US3727316,"ZCTA5 27316, North Carolina",6552,227,188,8710000US37,27316
8710000US3727317,"ZCTA5 27317, North Carolina",16953,601,557,8710000US37,27317
8710000US3727556,"ZCTA5 27556, North Carolina",346,14,7,8710000US37,27556
8710000US3727876,"ZCTA5 27876, North Carolina",1302,42,38,8710000US37,27876
8710000US3727937,"ZCTA5 27937, North Carolina",4333,125,114,8710000US37,27937
8710000US3728424,"ZCTA5 28424, North Carolina",128,5,10,8710000US37,28424
8710000US3728453,"ZCTA5 28453, North Carolina",3823,189,164,8710000US37,28453
8710000US3727810,"ZCTA5 27810, North Carolina",4377,116,92,8710000US37,27810
8710000US3728027,"ZCTA5 28027, North Carolina",55155,2115,2040,8710000US37,28027
8710000US3728107,"ZCTA5 28107, North Carolina",6422,212,161,8710000US37,28107
8710000US3728717,"ZCTA5 28717, North Carolina",1729,35,39,8710000US37,28717
8710000US3727047,"ZCTA5 27047, North Carolina",1191,32,35,8710000US37,27047
8710000US3728630,"ZCTA5 28630, North Carolina",19929,618,568,8710000US37,28630
8710000US3727591,"ZCTA5 27591, North Carolina",19472,755,732,8710000US37,27591
8710000US3728772,"ZCTA5 28772, North Carolina",1239,27,27,8710000US37,28772
8710000US3728730,"ZCTA5 28730, North Carolina",9025,227,217,8710000US37,28730
8710000US3728305,"ZCTA5 28305, North Carolina",6052,148,170,8710000US37,28305
8710000US3728369,"ZCTA5 28369, North Carolina",2648,108,78,8710000US37,28369
8710000US3727260,"ZCTA5 27260, North Carolina",23183,1035,1055,8710000US37,27260
8710000US3727521,"ZCTA5 27521, North Carolina",6027,215,236,8710000US37,27521
8710000US3728033,"ZCTA5 28033, North Carolina",2749,87,74,8710000US37,28033
8710000US3728766,"ZCTA5 28766, North Carolina",1258,38,41,8710000US37,28766
8710000US3728244,"ZCTA5 28244, North Carolina",0,0,0,8710000US37,28244
8710000US3728628,"ZCTA5 28628, North Carolina",479,17,11,8710000US37,28628
8710000US3728577,"ZCTA5 28577, North Carolina",372,12,3,8710000US37,28577
8710000US3727616,"ZCTA5 27616, North Carolina",42116,2019,1950,8710000US37,27616
8710000US3728396,"ZCTA5 28396, North Carolina",2732,63,78,8710000US37,28396
8710000US3728537,"ZCTA5 28537, North Carolina",133,1,6,8710000US37,28537
